,Mkt-RF,SMB,HML,RF
19610912,    0.97,   -0.07,   -0.16,    0.01
19610913,    0.02,    0.02,   -0.24,    0.01
19610914,   -0.75,    0.24,   -0.01,    0.01
19610915,    0.09,    0.08,   -0.11,    0.01
19610918,   -0.67,   -0.23,   -0.20,    0.01
19610919,   -0.79,    0.07,    0.05,    0.01
19610920,    0.46,   -0.27,    0.44,    0.01
19610921,    0.04,   -0.02,    0.09,    0.01
19610922,   -0.41,   -0.15,    0.38,    0.01
19610925,   -1.42,   -0.07,    0.35,    0.01
19610926,    0.02,   -0.20,   -0.14,    0.01
19610927,    1.02,   -0.04,   -0.65,    0.01
19610928,    0.20,    0.09,   -0.24,    0.01
19610929,    0.28,    0.30,   -0.29,    0.01
19611002,    0.03,   -0.05,   -0.33,    0.01
19611003,   -0.08,   -0.25,    0.17,    0.01
19611004,    0.66,    0.14,    0.44,    0.01
19611005,    0.85,   -0.18,   -0.22,    0.01
19611006,    0.27,   -0.04,    0.11,    0.01
19611009,    0.01,   -0.21,    0.08,    0.01
19611010,    0.26,   -0.11,   -0.22,    0.01
19611011,   -0.02,   -0.02,    0.53,    0.01
19611012,   -0.01,    0.18,   -0.10,    0.01
19611013,   -0.14,    0.15,   -0.03,    0.01
19611016,   -0.29,    0.15,   -0.22,    0.01
19611017,    0.10,    0.07,   -0.04,    0.01
19611018,    0.47,   -0.21,    0.25,    0.01
19611019,    0.21,   -0.40,   -0.02,    0.01
19611020,    0.02,   -0.09,   -0.06,    0.01
19611023,   -0.61,   -0.08,    0.07,    0.01
19611024,   -0.15,   -0.23,   -0.21,    0.01
19611025,    0.48,   -0.23,   -0.23,    0.01
19611026,    0.21,   -0.09,   -0.12,    0.01
19611027,   -0.14,    0.09,    0.10,    0.01
19611030,    0.10,   -0.03,    0.21,    0.01
19611031,    0.30,   -0.11,    0.00,    0.01
19611101,    0.20,    0.08,   -0.04,    0.01
19611102,    0.52,   -0.11,   -0.19,    0.01
19611103,    0.57,    0.15,   -0.04,    0.01
19611106,    0.79,   -0.10,   -0.35,    0.01
19611108,    1.17,    0.08,   -0.10,    0.01
19611109,   -0.02,    0.18,    0.05,    0.01
19611110,    0.44,    0.25,   -0.50,    0.01
19611113,    0.33,    0.29,   -0.60,    0.01
19611114,    0.55,   -0.08,   -0.41,    0.01
19611115,   -0.03,   -0.10,   -0.10,    0.01
19611116,   -0.02,    0.03,   -0.22,    0.01
19611117,    0.02,    0.11,    0.13,    0.01
19611120,    0.16,   -0.12,    0.06,    0.01
19611121,    0.08,    0.15,   -0.04,    0.01
19611122,   -0.07,    0.20,    0.26,    0.01
19611124,    0.25,    0.36,    0.05,    0.01
19611127,    0.00,    0.09,    0.06,    0.01
19611128,    0.00,    0.09,    0.07,    0.01
19611129,   -0.06,   -0.26,    0.26,    0.01
19611130,   -0.48,   -0.07,    0.46,    0.01
19611201,    0.60,    0.08,    0.04,    0.01
19611204,    0.22,   -0.10,    0.37,    0.01
19611205,   -0.12,   -0.33,   -0.03,    0.01
19611206,    0.12,   -0.25,    0.16,    0.01
19611207,   -0.37,    0.15,    0.17,    0.01
19611208,    0.44,   -0.22,   -0.01,    0.01
19611211,    0.37,   -0.30,    0.24,    0.01
19611212,    0.30,   -0.28,   -0.21,    0.01
19611213,   -0.17,    0.10,   -0.16,    0.01
19611214,   -0.71,   -0.19,    0.43,    0.01
19611215,   -0.03,    0.08,   -0.02,    0.01
19611218,   -0.38,   -0.03,    0.40,    0.01
19611219,   -0.64,    0.26,   -0.01,    0.01
19611220,   -0.19,    0.39,   -0.07,    0.01
19611221,   -0.34,    0.20,    0.32,    0.01
19611222,    0.04,   -0.01,    0.16,    0.01
19611226,    0.06,   -0.30,    0.52,    0.01
19611227,    0.79,   -0.23,   -0.41,    0.01
19611228,    0.01,   -0.10,   -0.34,    0.01
19611229,   -0.15,    0.22,    0.20,    0.01
19620102,   -0.80,    0.87,    0.58,    0.01
19620103,    0.24,    0.22,    0.97,    0.01
19620104,   -0.84,    0.01,    0.66,    0.01
19620105,   -1.34,    0.08,    0.33,    0.01
19620108,   -0.75,    0.21,    0.31,    0.01
19620109,    0.02,   -0.12,    0.34,    0.01
19620110,   -0.24,    0.01,   -0.21,    0.01
19620111,    0.61,   -0.04,    0.08,    0.01
19620112,    0.32,    0.18,    0.25,    0.01
19620115,   -0.24,    0.06,    0.06,    0.01
19620116,   -0.53,    0.18,    0.04,    0.01
19620117,   -1.01,    0.24,    0.38,    0.01
19620118,    0.05,    0.14,   -0.03,    0.01
19620119,    0.55,    0.41,    0.23,    0.01
19620122,   -0.02,   -0.10,   -0.16,    0.01
19620123,   -0.68,    0.13,    0.10,    0.01
19620124,    0.20,   -0.39,    0.08,    0.01
19620125,   -0.13,    0.18,    0.28,    0.01
19620126,   -0.28,   -0.03,    0.52,    0.01
19620129,   -0.32,   -0.24,    0.36,    0.01
19620130,    0.34,   -0.10,    0.24,    0.01
19620131,    0.95,   -0.13,   -0.26,    0.01
19620201,    0.55,   -0.53,    0.22,    0.01
19620202,    0.77,   -0.26,    0.00,    0.01
19620205,    0.16,    0.03,    0.06,    0.01
19620206,    0.22,    0.05,   -0.21,    0.01
19620207,    0.70,   -0.23,    0.18,    0.01
19620208,    0.18,    0.08,   -0.16,    0.01
19620209,   -0.10,    0.05,   -0.13,    0.01
19620212,   -0.04,   -0.04,    0.30,    0.01
19620213,    0.02,    0.20,    0.01,    0.01
19620214,   -0.05,   -0.01,    0.12,    0.01
19620215,    0.42,   -0.32,    0.27,    0.01
19620216,   -0.23,    0.26,    0.13,    0.01
19620219,   -0.24,   -0.19,    0.40,    0.01
19620220,    0.33,   -0.25,    0.10,    0.01
19620221,   -0.49,    0.16,   -0.12,    0.01
19620223,   -0.21,   -0.08,    0.03,    0.01
19620226,   -0.50,   -0.10,    0.04,    0.01
19620227,    0.14,   -0.12,   -0.08,    0.01
19620228,    0.16,    0.16,   -0.33,    0.01
19620301,    0.32,    0.00,   -0.06,    0.01
19620302,   -0.07,    0.30,    0.00,    0.01
19620305,   -0.21,    0.13,   -0.20,    0.01
19620306,   -0.33,    0.35,   -0.22,    0.01
19620307,   -0.12,    0.00,   -0.20,    0.01
19620308,    0.73,   -0.07,   -0.27,    0.01
19620309,    0.29,    0.18,   -0.10,    0.01
19620312,   -0.02,    0.22,   -0.29,    0.01
19620313,    0.28,   -0.30,    0.18,    0.01
19620314,    0.39,   -0.27,   -0.10,    0.01
19620315,    0.17,   -0.10,   -0.11,    0.01
19620316,   -0.09,    0.15,   -0.04,    0.01
19620319,   -0.19,    0.02,    0.14,    0.01
19620320,   -0.26,   -0.09,    0.08,    0.01
19620321,   -0.22,    0.02,    0.08,    0.01
19620322,   -0.14,    0.39,   -0.36,    0.01
19620323,    0.08,   -0.07,   -0.22,    0.01
19620326,   -0.76,    0.22,   -0.15,    0.01
19620327,   -0.28,   -0.11,    0.31,    0.01
19620328,    0.49,   -0.09,    0.16,    0.01
19620329,   -0.09,    0.13,   -0.20,    0.01
19620330,   -0.66,   -0.36,   -0.01,    0.01
19620402,   -0.31,   -0.01,   -0.14,    0.01
19620403,   -0.83,   -0.12,    0.00,    0.01
19620404,   -0.54,   -0.04,    0.06,    0.01
19620405,    0.61,   -0.11,   -0.04,    0.01
19620406,   -0.09,    0.23,    0.05,    0.01
19620409,   -0.79,   -0.35,   -0.11,    0.01
19620410,    0.32,   -0.13,    0.02,    0.01
19620411,   -0.20,    0.22,    0.07,    0.01
19620412,   -1.07,   -0.10,    0.00,    0.01
19620413,    0.13,   -0.19,    0.11,    0.01
19620416,   -0.38,   -0.16,    0.13,    0.01
19620417,    0.51,   -0.39,    0.24,    0.01
19620418,    0.54,    0.10,    0.22,    0.01
19620419,    0.47,    0.12,   -0.18,    0.01
19620423,   -0.12,    0.09,   -0.52,    0.01
19620424,   -0.12,    0.12,   -0.12,    0.01
19620425,   -1.14,    0.07,    0.07,    0.01
19620426,   -0.96,   -0.18,   -0.13,    0.01
19620427,   -1.09,    0.10,    0.38,    0.01
19620430,   -1.69,   -0.18,    0.06,    0.01
19620501,    0.81,   -0.11,    0.22,    0.01
19620502,    0.46,    0.29,    0.04,    0.01
19620503,    0.82,   -0.42,   -0.20,    0.01
19620504,   -0.48,   -0.07,   -0.14,    0.01
19620507,   -0.32,   -0.19,    0.31,    0.01
19620508,   -1.20,   -0.16,    0.46,    0.01
19620509,   -1.32,    0.15,    0.14,    0.01
19620510,   -1.10,   -0.28,    0.07,    0.01
19620511,   -1.47,    0.00,    0.51,    0.01
19620514,    0.76,    0.01,    0.02,    0.01
19620515,    1.76,    0.35,   -0.28,    0.01
19620516,   -0.07,   -0.33,    0.14,    0.01
19620517,   -0.63,   -0.23,    0.33,    0.01
19620518,   -0.12,   -0.19,    0.02,    0.01
19620521,   -0.39,    0.06,   -0.06,    0.01
19620522,   -2.00,   -0.08,    0.13,    0.01
19620523,   -2.00,   -0.68,    0.70,    0.01
19620524,   -0.87,   -0.40,    0.47,    0.01
19620525,   -1.89,   -0.44,    0.19,    0.01
19620528,   -6.98,    0.72,    1.55,    0.01
19620529,    4.92,   -3.87,   -1.57,    0.01
19620531,    2.80,    2.37,   -0.30,    0.01
19620601,   -0.33,    0.28,    0.17,    0.01
19620604,   -3.62,   -0.47,    0.93,    0.01
19620605,    0.48,   -0.66,    0.18,    0.01
19620606,    1.42,    0.46,   -0.03,    0.01
19620607,    0.01,    0.45,   -0.21,    0.01
19620608,    0.03,    0.20,   -0.16,    0.01
19620611,   -1.08,   -0.22,    0.64,    0.01
19620612,   -2.59,   -0.34,    0.59,    0.01
19620613,   -1.58,   -0.34,    0.29,    0.01
19620614,   -2.09,   -0.34,    0.55,    0.01
19620615,    2.99,   -0.28,   -0.55,    0.01
19620618,   -0.42,    0.48,    0.26,    0.01
19620619,   -0.27,   -0.11,    0.20,    0.01
19620620,   -1.40,    0.36,    0.14,    0.01
19620621,   -2.24,    0.12,    0.58,    0.01
19620622,   -1.70,   -0.20,   -0.42,    0.01
19620625,   -0.35,   -0.33,   -0.75,    0.01
19620626,   -0.37,    0.63,    0.38,    0.01
19620627,    0.53,   -0.49,   -0.28,    0.01
19620628,    3.39,   -0.21,   -0.23,    0.01
19620629,    0.61,    0.36,    0.28,    0.01
19620702,    2.07,   -0.59,   -0.74,    0.01
19620703,    1.14,    0.20,   -0.40,    0.01
19620705,    0.60,   -0.12,    0.03,    0.01
19620706,   -1.11,   -0.07,    0.66,    0.01
19620709,    0.68,   -0.08,   -0.37,    0.01
19620710,    1.21,    1.33,   -0.07,    0.01
19620711,    0.98,    0.20,   -0.67,    0.01
19620712,    0.51,    1.06,   -0.27,    0.01
19620713,   -0.31,    0.36,   -0.37,    0.01
19620716,    0.02,    0.29,   -0.68,    0.01
19620717,   -1.79,   -0.14,    0.97,    0.01
19620718,   -1.03,   -0.32,    0.33,    0.01
19620719,    0.39,    0.07,   -0.31,    0.01
19620720,    0.65,   -0.37,   -0.04,    0.01
19620723,   -0.05,    0.20,   -0.34,    0.01
19620724,   -0.86,    0.04,    0.45,    0.01
19620725,    0.20,   -0.43,   -0.24,    0.01
19620726,    0.44,    0.10,   -0.18,    0.01
19620727,    0.75,   -0.26,   -0.13,    0.01
19620730,    1.04,   -0.05,   -0.50,    0.01
19620731,    0.64,    0.06,   -0.36,    0.01
19620801,   -0.74,    0.14,    0.49,    0.01
19620802,    0.35,   -0.01,   -0.61,    0.01
19620803,    0.21,   -0.07,    0.27,    0.01
19620806,   -0.63,    0.13,    0.30,    0.01
19620807,   -0.61,   -0.06,    0.19,    0.01
19620808,    0.34,    0.02,   -0.17,    0.01
19620809,   -0.12,    0.14,    0.10,    0.01
19620810,    0.16,   -0.13,    0.11,    0.01
19620813,    0.21,    0.04,   -0.25,    0.01
19620814,    0.99,   -0.29,   -0.50,    0.01
19620815,    0.71,    0.45,   -0.07,    0.01
19620816,    0.04,    0.51,   -0.49,    0.01
19620817,    0.61,   -0.10,   -0.31,    0.01
19620820,    0.61,    0.30,   -0.34,    0.01
19620821,   -0.36,   -0.20,    0.37,    0.01
19620822,    1.17,    0.01,   -0.32,    0.01
19620823,   -0.12,   -0.10,    0.09,    0.01
19620824,   -0.13,    0.29,    0.01,    0.01
19620827,   -0.05,    0.08,    0.02,    0.01
19620828,   -1.11,   -0.27,    0.34,    0.01
19620829,   -0.18,   -0.01,    0.07,    0.01
19620830,   -0.01,    0.14,   -0.26,    0.01
19620831,    0.81,    0.19,   -0.15,    0.01
19620904,   -0.97,    0.06,    0.32,    0.01
19620905,   -0.71,   -0.29,    0.47,    0.01
19620906,    0.37,   -0.02,   -0.18,    0.01
19620907,    0.01,   -0.07,    0.13,    0.01
19620910,    0.07,   -0.37,   -0.16,    0.01
19620911,    0.25,   -0.15,   -0.17,    0.01
19620912,    0.43,   -0.04,   -0.32,    0.01
19620913,   -0.25,   -0.14,    0.17,    0.01
19620914,    0.30,   -0.18,    0.10,    0.01
19620917,    0.26,    0.04,   -0.75,    0.01
19620918,   -0.07,    0.04,   -0.20,    0.01
19620919,   -0.19,   -0.28,    0.08,    0.01
19620920,   -0.68,   -0.07,    0.08,    0.01
19620921,   -1.44,   -0.34,    0.54,    0.01
19620924,   -1.85,   -0.15,    0.84,    0.01
19620925,    0.55,   -0.07,   -0.39,    0.01
19620926,   -1.41,   -0.24,    0.89,    0.01
19620927,   -0.65,   -0.05,    0.38,    0.01
19620928,    0.67,   -0.24,   -0.47,    0.01
19621001,   -1.28,   -0.26,    0.45,    0.01
19621002,    1.04,   -0.18,   -0.59,    0.01
19621003,    0.14,   -0.14,    0.45,    0.01
19621004,    0.80,   -0.45,   -0.21,    0.01
19621005,    0.61,   -0.06,   -0.18,    0.01
19621008,    0.01,    0.16,    0.10,    0.01
19621009,    0.30,   -0.13,   -0.28,    0.01
19621010,   -0.01,    0.12,   -0.08,    0.01
19621011,   -0.30,   -0.13,    0.08,    0.01
19621012,   -0.18,   -0.18,    0.30,    0.01
19621015,    0.46,   -0.23,   -0.36,    0.01
19621016,   -0.32,   -0.14,    0.27,    0.01
19621017,   -0.46,   -0.39,    0.29,    0.01
19621018,   -0.94,   -0.19,    0.02,    0.01
19621019,   -1.35,   -0.11,    0.44,    0.01
19621022,   -1.17,   -0.54,    0.33,    0.01
19621023,   -2.68,   -0.10,    1.01,    0.01
19621024,    2.83,   -1.44,   -1.35,    0.01
19621025,   -0.77,    0.56,    1.06,    0.01
19621026,   -0.30,   -0.27,    0.23,    0.01
19621029,    2.19,    0.23,   -0.56,    0.01
19621030,    1.49,   -0.09,   -0.47,    0.01
19621031,   -0.01,   -0.04,    0.28,    0.01
19621101,    1.01,   -0.23,   -0.31,    0.01
19621102,    1.07,    0.05,   -0.24,    0.01
19621105,    1.03,    0.17,   -0.08,    0.01
19621107,    0.69,    0.08,    0.23,    0.01
19621108,   -0.59,    0.18,    0.68,    0.01
19621109,    0.98,    0.24,    0.20,    0.01
19621112,    1.38,    0.75,    0.07,    0.01
19621113,   -0.19,   -0.02,   -0.12,    0.01
19621114,    1.20,    0.21,   -0.13,    0.01
19621115,   -0.27,    0.02,    0.11,    0.01
19621116,    0.30,   -0.12,    0.19,    0.01
19621119,   -0.46,   -0.20,    0.25,    0.01
19621120,    0.99,   -0.39,    0.43,    0.01
19621121,    0.69,    0.19,   -0.13,    0.01
19621123,    1.16,   -0.08,    0.00,    0.01
19621126,   -0.28,    0.08,   -0.11,    0.01
19621127,    0.71,    0.53,   -0.04,    0.01
19621128,    0.74,    0.44,   -0.40,    0.01
19621129,    0.44,    0.11,   -0.32,    0.01
19621130,   -0.22,    0.25,    0.48,    0.01
19621203,   -0.40,   -0.01,    0.18,    0.01
19621204,    1.08,   -0.03,   -0.17,    0.01
19621205,    0.42,   -0.09,   -0.46,    0.01
19621206,    0.08,   -0.06,   -0.38,    0.01
19621207,    0.20,   -0.53,   -0.14,    0.01
19621210,   -1.30,   -0.56,   -0.06,    0.01
19621211,    0.04,   -0.33,    0.36,    0.01
19621212,    0.46,    0.05,   -0.02,    0.01
19621213,   -0.36,   -0.17,    0.16,    0.01
19621214,    0.20,   -0.27,    0.03,    0.01
19621217,   -0.39,   -0.13,   -0.37,    0.01
19621218,   -0.48,   -0.59,    0.42,    0.01
19621219,    0.76,   -0.46,   -0.10,    0.01
19621220,    0.31,    0.01,    0.05,    0.01
19621221,   -0.23,   -0.22,    0.22,    0.01
19621224,   -0.07,   -0.06,    0.13,    0.01
19621226,    0.61,   -0.10,    0.23,    0.01
19621227,   -0.17,   -0.03,    0.09,    0.01
19621228,    0.05,   -0.06,   -0.13,    0.01
19621231,    0.23,   -0.13,    0.31,    0.01
19630102,   -0.54,    0.94,    0.32,    0.01
19630103,    1.66,    0.97,   -0.24,    0.01
19630104,    0.68,    0.64,   -0.01,    0.01
19630107,    0.06,    0.33,    0.28,    0.01
19630108,    0.90,   -0.04,    0.22,    0.01
19630109,   -0.16,    0.11,    0.10,    0.01
19630110,    0.19,    0.21,   -0.09,    0.01
19630111,    0.25,   -0.04,   -0.13,    0.01
19630114,    0.57,    0.08,    0.22,    0.01
19630115,   -0.10,   -0.03,    0.31,    0.01
19630116,   -0.69,    0.10,   -0.01,    0.01
19630117,    0.66,    0.06,   -0.21,    0.01
19630118,    0.02,    0.07,   -0.06,    0.01
19630121,    0.14,   -0.02,   -0.20,    0.01
19630122,    0.26,    0.40,   -0.03,    0.01
19630123,    0.23,    0.09,    0.30,    0.01
19630124,    0.16,    0.23,    0.29,    0.01
19630125,    0.25,   -0.36,    0.33,    0.01
19630128,    0.40,   -0.39,    0.14,    0.01
19630129,    0.02,   -0.32,    0.36,    0.01
19630130,   -0.56,   -0.12,    0.13,    0.01
19630131,    0.44,   -0.08,    0.05,    0.01
19630201,    0.18,    0.10,    0.32,    0.01
19630204,   -0.20,    0.03,   -0.22,    0.01
19630205,   -0.07,   -0.36,    0.30,    0.01
19630206,    0.48,    0.23,   -0.19,    0.01
19630207,   -0.29,   -0.02,    0.45,    0.01
19630208,    0.04,   -0.01,   -0.02,    0.01
19630211,   -0.50,    0.05,    0.50,    0.01
19630212,    0.04,   -0.12,    0.06,    0.01
19630213,    0.47,    0.28,    0.54,    0.01
19630214,    0.30,    0.21,    0.13,    0.01
19630215,    0.14,   -0.10,   -0.12,    0.01
19630218,    0.15,   -0.26,    0.24,    0.01
19630219,   -0.42,   -0.03,    0.00,    0.01
19630220,   -0.51,    0.07,    0.09,    0.01
19630221,    0.11,    0.10,    0.00,    0.01
19630225,   -0.60,    0.15,    0.17,    0.01
19630226,    0.09,    0.23,   -0.22,    0.01
19630227,   -0.65,    0.10,    0.12,    0.01
19630228,   -1.14,   -0.17,    0.03,    0.01
19630301,   -0.34,   -0.27,    0.19,    0.01
19630304,    0.91,   -0.01,    0.09,    0.01
19630305,   -0.03,   -0.32,    0.10,    0.01
19630306,    0.17,   -0.24,   -0.02,    0.01
19630307,    0.58,   -0.20,   -0.02,    0.01
19630308,    0.13,   -0.09,    0.07,    0.01
19630311,    0.21,   -0.31,   -0.03,    0.01
19630312,    0.24,   -0.12,    0.03,    0.01
19630313,    0.31,   -0.20,    0.39,    0.01
19630314,   -0.45,    0.08,   -0.19,    0.01
19630315,    0.39,   -0.42,    0.28,    0.01
19630318,   -0.43,   -0.06,   -0.12,    0.01
19630319,   -0.23,   -0.31,    0.14,    0.01
19630320,    0.71,   -0.07,    0.32,    0.01
19630321,   -0.13,    0.03,    0.01,    0.01
19630322,    0.44,   -0.05,    0.36,    0.01
19630325,    0.03,   -0.04,    0.14,    0.01
19630326,    0.26,   -0.19,    0.05,    0.01
19630327,    0.40,    0.15,   -0.17,    0.01
19630328,   -0.13,    0.05,    0.01,    0.01
19630329,    0.00,    0.08,    0.42,    0.01
19630401,    0.36,   -0.19,    0.33,    0.01
19630402,   -0.03,   -0.01,    0.05,    0.01
19630403,    0.71,   -0.42,   -0.09,    0.01
19630404,    0.62,   -0.16,   -0.31,    0.01
19630405,    0.55,   -0.11,    0.02,    0.01
19630408,    0.33,    0.02,   -0.21,    0.01
19630409,   -0.08,   -0.01,   -0.09,    0.01
19630410,   -0.26,   -0.09,    0.33,    0.01
19630411,    0.66,   -0.11,    0.29,    0.01
19630415,    0.38,   -0.46,    0.21,    0.01
19630416,    0.08,   -0.03,    0.06,    0.01
19630417,   -0.23,    0.08,   -0.14,    0.01
19630418,    0.08,   -0.10,    0.48,    0.01
19630419,    0.47,    0.14,    0.17,    0.01
19630422,    0.05,   -0.04,    0.04,    0.01
19630423,    0.36,   -0.01,   -0.07,    0.01
19630424,    0.26,    0.07,    0.03,    0.01
19630425,    0.06,   -0.05,   -0.07,    0.01
19630426,   -0.06,    0.24,   -0.03,    0.01
19630429,   -0.09,   -0.09,   -0.17,    0.01
19630430,    0.20,    0.09,    0.11,    0.01
19630501,    0.25,   -0.04,   -0.04,    0.01
19630502,    0.25,   -0.10,    0.07,    0.01
19630503,   -0.18,    0.23,   -0.07,    0.01
19630506,   -0.64,    0.38,   -0.18,    0.01
19630507,   -0.04,    0.26,   -0.20,    0.01
19630508,    0.78,   -0.04,   -0.03,    0.01
19630509,    0.43,   -0.05,    0.20,    0.01
19630510,    0.31,    0.18,   -0.11,    0.01
19630513,    0.03,    0.26,   -0.04,    0.01
19630514,   -0.28,    0.58,    0.46,    0.01
19630515,    0.25,    0.07,    0.27,    0.01
19630516,   -0.23,   -0.12,    0.55,    0.01
19630517,    0.08,    0.06,    0.08,    0.01
19630520,   -0.40,    0.26,    0.63,    0.01
19630521,    0.22,   -0.07,    0.37,    0.01
19630522,    0.04,    0.09,    0.32,    0.01
19630523,   -0.08,    0.13,   -0.15,    0.01
19630524,   -0.11,   -0.09,   -0.10,    0.01
19630527,   -0.11,   -0.24,    0.03,    0.01
19630528,    0.18,   -0.20,    0.09,    0.01
19630529,    0.43,   -0.18,    0.39,    0.01
19630531,    0.55,   -0.33,   -0.06,    0.01
19630603,   -0.08,    0.06,   -0.09,    0.01
19630604,   -0.01,    0.02,   -0.05,    0.01
19630605,   -0.25,    0.03,    0.28,    0.01
19630606,    0.01,   -0.25,    0.29,    0.01
19630607,   -0.19,    0.16,   -0.15,    0.01
19630610,   -0.56,    0.05,   -0.27,    0.01
19630611,    0.09,    0.00,   -0.24,    0.01
19630612,    0.49,    0.06,   -0.34,    0.01
19630613,   -0.26,    0.13,    0.11,    0.01
19630614,    0.07,    0.16,   -0.33,    0.01
19630617,   -0.39,    0.15,    0.24,    0.01
19630618,    0.13,   -0.15,    0.10,    0.01
19630619,    0.07,    0.25,    0.16,    0.01
19630620,   -0.10,   -0.14,    0.02,    0.01
19630621,    0.31,    0.17,    0.34,    0.01
19630624,   -0.09,   -0.05,    0.29,    0.01
19630625,   -0.24,   -0.22,    0.12,    0.01
19630626,   -0.92,   -0.31,    0.21,    0.01
19630627,   -0.49,   -0.23,   -0.11,    0.01
